country,year,wave,sex,age_6,education_c,education_l,A124_02,A124_06,A124_07,A124_08,A124_09,C002,E036,E037,E039,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,G006,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_13,E069_17
IRQ,2004,4,1,4,368002,1,-4,-4,-4,-4,-4,-4,7,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368003,1,-4,-4,-4,-4,-4,-4,7,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368003,1,-4,-4,-4,-4,-4,-4,5,8,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,9,1,-4,-4,2,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368004,2,-4,-4,-4,-4,-4,-4,7,2,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,-2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,1,368003,1,-4,-4,-4,-4,-4,-4,6,4,-4,-4,-4,-4,1,-4,-4,9,1,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368001,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,-1,-1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,1,368009,3,-4,-4,-4,-4,-4,-4,3,9,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368009,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,1,-4,-4,2,3,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368006,3,-4,-4,-4,-4,-4,-4,9,9,-4,-4,-4,-4,1,-4,-4,2,2,-4,-4,1,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368006,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368006,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368009,3,-4,-4,-4,-4,-4,-4,8,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,1,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,1,368002,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,2,1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,1,368003,1,-4,-4,-4,-4,-4,-4,3,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368006,3,-4,-4,-4,-4,-4,-4,9,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,5,368001,1,-4,-4,-4,-4,-4,-4,10,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,-1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368005,2,-4,-4,-4,-4,-4,-4,6,9,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,2,-2,-2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368006,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,2,-4,-4,2,1,-4,-4,2,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368006,3,-4,-4,-4,-4,-4,-4,8,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368009,3,-4,-4,-4,-4,-4,-4,7,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,7,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,6,368001,1,-4,-4,-4,-4,-4,-4,7,3,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,5,368003,1,-4,-4,-4,-4,-4,-4,8,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368005,2,-4,-4,-4,-4,-4,-4,8,4,-4,-4,-4,-4,1,-4,-4,2,1,-4,-4,1,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368003,1,-4,-4,-4,-4,-4,-4,3,3,-4,-4,-4,-4,1,-4,-4,9,1,-4,-4,2,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,3,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,4,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368009,3,-4,-4,-4,-4,-4,-4,7,5,-4,-4,-4,-4,1,-4,-4,8,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368004,2,-4,-4,-4,-4,-4,-4,6,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,4,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368005,2,-4,-4,-4,-4,-4,-4,6,5,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,-2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368007,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368009,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368007,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368009,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,3,-4,-4,2,4,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368003,1,-4,-4,-4,-4,-4,-4,9,10,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,5,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368007,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,5,368007,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,4,368001,1,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368003,1,-4,-4,-4,-4,-4,-4,5,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368003,1,-4,-4,-4,-4,-4,-4,8,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368007,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,2,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,-1,-2,-4,-4,-4,-4,-4,-4,4,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368005,2,-4,-4,-4,-4,-4,-4,5,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,4,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,5,368001,1,-4,-4,-4,-4,-4,-4,4,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368007,3,-4,-4,-4,-4,-4,-4,10,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368007,3,-4,-4,-4,-4,-4,-4,3,4,-4,-4,-4,-4,1,-4,-4,2,2,-4,-4,1,1,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,7,10,-4,-4,-4,-4,9,-4,-4,1,1,-4,-4,1,-2,-2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368006,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368008,3,-4,-4,-4,-4,-4,-4,7,8,-4,-4,-4,-4,1,-4,-4,1,5,-4,-4,2,2,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,4,368009,3,-4,-4,-4,-4,-4,-4,6,9,-4,-4,-4,-4,1,-4,-4,1,3,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,5,2,-4,-4,1,3,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,9,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368008,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368009,3,-4,-4,-4,-4,-4,-4,5,8,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,2,-4,-4,1,8,-4,-4,2,-1,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368006,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,8,8,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368009,3,-4,-4,-4,-4,-4,-4,9,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,4,368001,1,-4,-4,-4,-4,-4,-4,6,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368007,3,-4,-4,-4,-4,-4,-4,7,8,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,-1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,7,8,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368003,1,-4,-4,-4,-4,-4,-4,6,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,4,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,4,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368004,2,-4,-4,-4,-4,-4,-4,6,8,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,-2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368002,1,-4,-4,-4,-4,-4,-4,9,5,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368006,3,-4,-4,-4,-4,-4,-4,7,9,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368009,3,-4,-4,-4,-4,-4,-4,8,8,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368004,2,-4,-4,-4,-4,-4,-4,6,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368003,1,-4,-4,-4,-4,-4,-4,8,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368001,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368007,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,5,368008,3,-4,-4,-4,-4,-4,-4,6,9,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368003,1,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,5,368003,1,-4,-4,-4,-4,-4,-4,1,10,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368009,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,3,-4,-4,2,3,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,4,368001,1,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,4,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,8,9,-4,-4,-4,-4,2,-4,-4,2,3,-4,-4,1,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368005,2,-4,-4,-4,-4,-4,-4,9,9,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368002,1,-4,-4,-4,-4,-4,-4,9,2,-4,-4,-4,-4,5,-4,-4,2,4,-4,-4,1,-1,-1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368002,1,-4,-4,-4,-4,-4,-4,10,9,-4,-4,-4,-4,1,-4,-4,2,4,-4,-4,1,1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368006,3,-4,-4,-4,-4,-4,-4,9,9,-4,-4,-4,-4,1,-4,-4,2,2,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368003,1,-4,-4,-4,-4,-4,-4,8,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368006,3,-4,-4,-4,-4,-4,-4,9,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368007,3,-4,-4,-4,-4,-4,-4,8,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368002,1,-4,-4,-4,-4,-4,-4,8,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,3,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,9,9,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,4,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,5,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368006,3,-4,-4,-4,-4,-4,-4,5,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,-1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368007,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,-2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368004,2,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,5,368001,1,-4,-4,-4,-4,-4,-4,7,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368006,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368008,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,5,368008,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,-1,-2,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,3,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368004,2,-4,-4,-4,-4,-4,-4,6,4,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,-1,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368003,1,-4,-4,-4,-4,-4,-4,6,5,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,-1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368009,3,-4,-4,-4,-4,-4,-4,7,1,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,4,368001,1,-4,-4,-4,-4,-4,-4,5,1,-4,-4,-4,-4,10,-4,-4,10,10,-4,-4,2,1,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,2,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,2,3,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368009,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,2,368003,1,-4,-4,-4,-4,-4,-4,9,9,-4,-4,-4,-4,3,-4,-4,2,9,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368007,3,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,2,368006,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368002,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,1,4,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368003,1,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368006,3,-4,-4,-4,-4,-4,-4,5,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368002,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,5,368003,1,-4,-4,-4,-4,-4,-4,7,10,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,2,1,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,3,368002,1,-4,-4,-4,-4,-4,-4,5,6,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,2,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368006,3,-4,-4,-4,-4,-4,-4,7,10,-4,-4,-4,-4,2,-4,-4,2,2,-4,-4,1,2,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,1,368008,3,-4,-4,-4,-4,-4,-4,7,7,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,2,2,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368003,1,-4,-4,-4,-4,-4,-4,7,5,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,-1,-1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,4,368003,1,-4,-4,-4,-4,-4,-4,10,10,-4,-4,-4,-4,1,-4,-4,1,1,-4,-4,1,1,1,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,2,1,368006,3,-4,-4,-4,-4,-4,-4,7,4,-4,-4,-4,-4,2,-4,-4,2,1,-4,-4,1,3,3,-4,-4,-4,-4,-4,-4,-4
IRQ,2004,4,1,3,368009,3,-4,-4,-4,-4,-4,-4,8,4,-4,-4,-4,-4,1,-4,-4,9,1,-4,-4,2,1,2,-4,-4,-4,-4,-4,-4,-4
